-20 -0.653643620864
-19 -0.790967711914
-18 -0.896758416334
-17 -0.966798192579
-16 -0.998294775795
-15 -0.9899924966
-14 -0.942222340669
-13 -0.856888753369
-12 -0.737393715541
-11 -0.588501117255
-10 -0.416146836547
-9 -0.227202094693
-8 -0.0291995223013
-7 0.1699671429
-6 0.362357754477
-5 0.540302305868
-4 0.696706709347
-3 0.82533561491
-2 0.921060994003
-1 0.980066577841
0 1.0
1 0.980066577841
2 0.921060994003
3 0.82533561491
4 0.696706709347
5 0.540302305868
6 0.362357754477
7 0.1699671429
8 -0.0291995223013
9 -0.227202094693
10 -0.416146836547
11 -0.588501117255
12 -0.737393715541
13 -0.856888753369
14 -0.942222340669
15 -0.9899924966
16 -0.998294775795
17 -0.966798192579
18 -0.896758416334
19 -0.790967711914
