-20 -0.416146836547
-19 -0.323289566864
-18 -0.227202094693
-17 -0.128844494296
-16 -0.0291995223013
-15 0.0707372016677
-14 0.1699671429
-13 0.267498828625
-12 0.362357754477
-11 0.453596121426
-10 0.540302305868
-9 0.621609968271
-8 0.696706709347
-7 0.764842187284
-6 0.82533561491
-5 0.87758256189
-4 0.921060994003
-3 0.955336489126
-2 0.980066577841
-1 0.995004165278
0 1.0
1 0.995004165278
2 0.980066577841
3 0.955336489126
4 0.921060994003
5 0.87758256189
6 0.82533561491
7 0.764842187284
8 0.696706709347
9 0.621609968271
10 0.540302305868
11 0.453596121426
12 0.362357754477
13 0.267498828625
14 0.1699671429
15 0.0707372016677
16 -0.0291995223013
17 -0.128844494296
18 -0.227202094693
19 -0.323289566864
