-20 0.96017028665
-19 0.834712784839
-18 0.634692875943
-17 0.377977742713
-16 0.0874989834394
-15 -0.210795799431
-14 -0.490260821341
-13 -0.7259323042
-12 -0.896758416334
-11 -0.987479769909
-10 -0.9899924966
-9 -0.904072142017
-8 -0.737393715541
-7 -0.5048461046
-6 -0.227202094693
-5 0.0707372016677
-4 0.362357754477
-3 0.621609968271
-2 0.82533561491
-1 0.955336489126
0 1.0
1 0.955336489126
2 0.82533561491
3 0.621609968271
4 0.362357754477
5 0.0707372016677
6 -0.227202094693
7 -0.5048461046
8 -0.737393715541
9 -0.904072142017
10 -0.9899924966
11 -0.987479769909
12 -0.896758416334
13 -0.7259323042
14 -0.490260821341
15 -0.210795799431
16 0.0874989834394
17 0.377977742713
18 0.634692875943
19 0.834712784839
